0.127709750,285.138
0.162539682,269.415
0.174149659,271.208
0.185759637,270.901
0.197369614,270.389
0.208979591,269.563
0.220589569,269.432
0.232199546,268.898
0.243809523,267.489
0.255419501,265.038
0.267029478,262.664
0.278639455,261.345
0.290249433,261.235
0.301859410,263.268
0.313469387,266.001
0.325079365,265.485
0.336689342,264.543
0.348299319,264.476
0.359909297,264.832
0.371519274,264.963
0.383129251,272.552
0.429569160,295.306
0.441179138,281.487
0.452789115,289.077
0.464399092,313.998
0.476009070,322.139
0.487619047,315.217
0.499229024,318.456
0.510839002,319.542
0.522448979,320.805
0.534058956,323.794
0.545668934,317.049
0.557278911,316.839
0.568888888,320.123
0.580498866,313.486
0.592108843,320.331
0.603718820,278.083
0.615328798,305.034
0.626938775,317.818
0.638548752,314.627
0.650158730,315.29
0.661768707,316.245
0.673378684,314.679
0.684988662,316.883
0.696598639,318.239
0.731428571,315.837
0.743038548,317.044
0.754648526,313.751
0.766258503,319.529
0.777868480,304.769
0.789478458,318.824
0.824308390,304.774
0.835918367,315.354
0.847528344,308.932
0.859138321,309.471
0.870748299,317.914
0.882358276,308.881
0.893968253,318.11
0.905578231,312.619
0.917188208,313.784
0.928798185,315.569
0.940408163,313.921
0.952018140,317.753
0.963628117,309.491
0.998458049,308.963
1.010068027,318.76
1.044897959,320.444
1.079727891,312.804
1.091337868,314.284
1.114557823,313.491
1.126167800,316.861
1.137777777,314.816
1.149387755,313.368
1.160997732,317.279
1.172607709,311.783
1.184217687,317.89
1.195827664,313.064
1.207437641,317.859
1.219047619,315.611
1.230657596,311.463
1.242267573,318.972
1.253877551,309.483
1.265487528,318.639
1.277097505,309.592
1.288707482,321.456
1.300317460,310.458
1.311927437,318.417
1.323537414,310.546
1.335147392,317.713
1.346757369,314.596
1.358367346,315.089
1.369977324,316.883
1.381587301,313.62
1.393197278,317.141
1.404807256,314.302
1.416417233,315.113
1.428027210,319.545
1.439637188,316.76
1.451247165,320.132
1.462857142,313.488
1.474467120,316.45
1.486077097,311.316
1.497687074,318.153
1.509297052,316.361
1.520907029,317.172
1.544126984,319.931
1.567346938,266.297
1.590566893,330.506
1.625396825,342.376
1.695056689,321.734
1.706666666,325.245
1.729886621,319.646
1.799546485,319.694
1.811156462,316.5
1.822766439,315.146
1.834376417,317.764
1.845986394,317.86
1.857596371,320.786
1.904036281,305.962
1.950476190,310.768
2.356825396,286.55
2.368435374,366.082
2.380045351,382.709
2.414875283,274.136
2.426485260,270.841
2.438095238,268.424
2.449705215,267.676
2.461315192,267.527
2.472925170,267.549
2.484535147,268.274
2.496145124,266.929
2.507755102,262.277
2.519365079,260.026
2.530975056,262.855
2.542585034,264.327
2.554195011,265.236
2.565804988,263.661
2.577414965,264.339
2.589024943,266.323
2.600634920,266.751
2.612244897,274.556
2.623854875,274.413
2.670294784,261
2.681904761,393.657
2.693514739,350.888
2.705124716,337.892
2.716734693,340.696
2.728344671,340.118
2.739954648,342.211
2.751564625,341.733
2.763174603,336.849
2.809614512,354.116
2.867664399,340.356
2.890884353,339.081
2.902494331,341.925
2.914104308,339.859
2.925714285,339.015
2.937324263,338.084
2.948934240,297.603
2.995374149,324.125
3.006984126,325.432
3.018594104,320.503
3.030204081,321.683
3.041814058,323.49
3.053424036,318.765
3.065034013,320.872
3.076643990,323.067
3.088253968,322.793
3.099863945,321.421
3.111473922,324.006
3.123083900,318.4
3.134693877,318.068
3.146303854,319.313
3.157913832,320.766
3.169523809,321.296
3.181133786,324.383
3.192743764,324.943
3.204353741,326.214
3.215963718,322.17
3.227573696,316.768
3.239183673,321.75
3.250793650,321.719
3.262403628,326.091
3.274013605,333.963
3.285623582,332.304
3.297233560,320.476
3.308843537,319.029
3.320453514,317.075
3.332063492,322.799
3.343673469,319.336
3.355283446,323.053
3.366893424,323.536
3.378503401,325.215
3.390113378,320.702
3.401723356,322.002
3.413333333,319.134
3.424943310,318.782
3.436553287,316.458
3.448163265,326.708
3.459773242,328.544
3.471383219,327.792
3.482993197,322.973
3.494603174,311.118
3.506213151,316.901
3.517823129,322.881
3.529433106,326.267
3.541043083,304.868
3.552653061,302.476
3.564263038,319.83
3.575873015,329.189
3.587482993,309.458
3.610702947,331.112
3.622312925,329.975
3.633922902,319.757
3.668752834,317.746
3.680362811,321.815
3.691972789,323.232
3.703582766,319.509
3.715192743,317.64
3.726802721,317.164
3.738412698,320.489
3.750022675,321.42
3.761632653,323.243
3.773242630,323.232
3.784852607,314.778
3.796462585,320.612
3.808072562,329.316
3.854512471,325.93
3.947392290,319.136
3.959002267,326.548
3.970612244,322.221
3.982222222,327.351
4.005442176,313.313
4.051882086,308.248
4.086712018,323.939
4.098321995,316.243
4.109931972,325.164
4.121541950,320.352
4.133151927,320.124
4.144761904,323.264
4.156371882,324.002
4.167981859,322.297
4.179591836,322.478
4.284081632,281.926
4.307301587,272.992
4.318911564,269.999
4.330521541,269.417
4.342131519,268.967
4.353741496,268.575
4.365351473,267.904
4.376961451,267.072
4.388571428,266.523
4.400181405,265.676
4.411791383,265.341
4.423401360,266.4
4.435011337,267.112
4.446621315,267.901
4.458231292,268.138
4.469841269,266.931
4.481451247,263.429
4.493061224,262.758
4.504671201,264.626
4.516281179,265.195
4.527891156,264.986
4.539501133,264.254
4.551111111,264.823
4.562721088,265.81
4.574331065,266.669
4.585941043,266.306
4.597551020,264.812
4.609160997,269.057
4.620770975,274.428
4.632380952,273.318
4.655600907,265.707
4.713650793,270.379
4.725260770,268.892
4.748480725,266.347
4.760090702,266.872
4.771700680,268.044
4.783310657,267.522
4.794920634,265.836
4.806530612,262.597
4.818140589,266.527
4.829750566,266.389
4.841360544,266.496
4.864580498,339.673
4.899410430,326.419
4.911020408,345.029
4.922630385,339.259
4.934240362,338.874
4.945850340,340.524
4.957460317,340.429
4.969070294,338.16
4.992290249,253.029
5.027120181,336.727
5.038730158,337.472
5.050340136,340.121
5.061950113,330.183
5.073560090,332.103
5.085170068,336.142
5.108390022,339.473
5.120000000,342.966
5.131609977,336.36
5.143219954,335.311
5.154829931,339.443
5.178049886,264.728
5.189659863,327.477
5.201269841,331.562
5.212879818,320.553
5.224489795,321.774
5.236099773,321.241
5.247709750,321.97
5.259319727,319.726
5.270929705,319.626
5.282539682,322.396
5.294149659,324.648
5.305759637,321.737
5.317369614,318.538
5.328979591,317.085
5.340589569,322.906
5.352199546,324.311
5.363809523,320.563
5.375419501,319.895
5.387029478,325.822
5.398639455,329.613
5.410249433,324.753
5.433469387,293.095
5.445079365,324.268
5.456689342,324.907
5.491519274,289.71
5.503129251,290.203
5.514739229,282.873
5.526349206,286.357
5.537959183,281.084
5.549569160,281.455
5.561179138,279.361
5.572789115,279.78
5.584399092,279.567
5.596009070,282.538
5.607619047,284.149
5.619229024,285.46
5.630839002,286.448
5.642448979,283.189
5.654058956,283.21
5.665668934,280.238
5.677278911,279.431
5.688888888,279.109
5.700498866,280.009
5.712108843,280.421
5.723718820,279.957
5.735328798,282.349
5.746938775,282.697
5.758548752,284.952
5.770158730,283.135
5.781768707,283.53
5.793378684,282.25
5.804988662,281.655
5.816598639,281.363
5.828208616,282.401
5.839818594,279.848
5.851428571,283.088
5.863038548,279.41
5.874648526,284.874
5.886258503,281.544
5.897868480,282.838
5.909478458,284.63
5.921088435,282.042
5.932698412,286.859
5.944308390,281.148
5.955918367,285.555
5.967528344,281.776
5.979138321,283.88
5.990748299,282.569
6.002358276,283.312
6.013968253,282.33
6.025578231,283.67
6.037188208,282.919
6.048798185,281.924
6.060408163,280.894
6.072018140,279.809
6.083628117,277.795
6.095238095,279.293
6.106848072,279.225
6.118458049,283.352
6.130068027,286.636
6.141678004,281.576
6.153287981,287.752
6.164897959,282.172
6.176507936,284.375
6.188117913,281.336
6.199727891,278.818
6.211337868,282.805
6.222947845,281.545
6.234557823,284.028
6.246167800,283.918
6.257777777,282.074
6.269387755,279.683
6.304217687,247.301
6.431927437,250.339
6.443537414,246.571
6.582857142,267.196
6.594467120,268.915
6.606077097,265.765
6.617687074,263.5
6.629297052,263.374
6.640907029,266.203
6.652517006,268.8
6.664126984,268.589
6.675736961,260.282
6.687346938,259.004
6.698956916,266.981
6.710566893,266.471
6.733786848,259.971
6.745396825,263.108
6.757006802,268.601
6.780226757,273.421
6.791836734,274.975
6.826666666,257.069
6.838276643,309.46
6.849886621,298.076
6.861496598,299.176
6.873106575,300.093
6.884716553,301.764
6.896326530,301.069
6.907936507,299.503
6.919546485,295.164
6.965986394,294.912
7.000816326,299.335
7.012426303,299.417
7.024036281,300.705
7.035646258,297.788
7.047256235,306.658
7.058866213,303.591
7.082086167,319.194
7.093696145,307.591
7.105306122,292.87
7.116916099,291.509
7.128526077,266.355
7.140136054,288.257
7.163356009,297.938
7.174965986,283.474
7.186575963,280.611
7.198185941,280.603
7.209795918,279.946
7.221405895,281.116
7.233015873,281.448
7.244625850,281.861
7.256235827,282.06
7.267845804,282.211
7.279455782,282.586
7.291065759,282.143
7.302675736,279.871
7.314285714,279.112
7.325895691,278.855
7.337505668,278.074
7.349115646,277.921
7.360725623,280.614
7.372335600,282.025
7.418775510,283.034
7.430385487,279.495
7.441995464,278.435
7.453605442,280.462
7.465215419,282.414
7.476825396,282.54
7.488435374,280.514
7.500045351,278.702
7.511655328,279.815
7.523265306,282.46
7.534875283,281.699
7.546485260,280.411
7.558095238,281.684
7.569705215,286.137
7.581315192,288.659
7.592925170,288.336
7.604535147,294.677
7.616145124,319.7
7.627755102,322.983
7.639365079,304.293
7.650975056,322.993
7.662585034,315.204
7.674195011,313.68
7.685804988,321.398
7.697414965,309.692
7.709024943,319.921
7.720634920,311.129
7.755464852,302.806
7.767074829,306.955
7.778684807,326.413
7.790294784,310.388
7.801904761,315.757
7.813514739,318.646
7.825124716,307.637
7.836734693,316.753
7.848344671,316.255
7.859954648,305.387
7.871564625,316.081
7.883174603,311.38
7.894784580,303.131
7.929614512,302.663
7.941224489,323.366
7.952834467,331.31
7.976054421,327.08
7.987664399,323.762
7.999274376,324.717
8.010884353,327.101
8.022494331,331.368
8.057324263,336.757
8.080544217,334.824
8.103764172,318.309
8.126984126,328.895
8.138594104,333.641
8.150204081,282.218
8.173424036,334.807
8.185034013,330.131
8.208253968,326.336
8.219863945,330.816
8.231473922,338.143
8.243083900,333.846
8.254693877,333.327
8.266303854,344.177
8.277913832,339.528
8.289523809,327.392
8.301133786,325.168
8.312743764,323.08
8.324353741,328.234
8.335963718,336.479
8.347573696,337.021
8.359183673,330.152
8.370793650,331.287
8.382403628,344.143
8.394013605,310.961
8.405623582,297.843
8.417233560,295.34
8.428843537,296.295
8.440453514,295.966
8.452063492,296.101
8.463673469,296.915
8.475283446,296.007
8.486893424,296.716
8.498503401,293.954
8.510113378,294.261
8.521723356,297.35
8.533333333,298.027
8.544943310,297.161
8.556553287,296.006
8.568163265,292.886
8.579773242,296.424
8.591383219,295.222
8.602993197,295.514
8.614603174,296.408
8.626213151,296.82
8.637823129,291.371
8.649433106,283.767
8.661043083,287.715
8.672653061,277.864
8.684263038,289.036
8.695873015,314.209
8.707482993,310.717
8.719092970,308.036
8.730702947,310.224
8.742312925,320.611
8.753922902,312.247
